Time,Seq,Tier,PDR,Hamming_Distance,Raw_Measurement,Kalman_State,Kalman_P,Innovation,Dynamic_Threshold,Alarm_Active,Sensor_Vel,Sensor_Accel,Expected_Accel,Spatial_Residual,Spatial_Alarm
6.217941761016846,16,1,1.0,0,0.0,0.0,3.9999840032633336e-06,0.0,7.000713963589714,0,0.0,0.0,0.0,0.0,0
6.314369201660156,17,1,1.0,39,0.004774252296075481,0.004772221852530853,3.9982988385039504e-06,0.004774252296075481,0.6788678772427723,0,0.0,0.0,0.0,0.0,0
6.327615737915039,18,1,1.0,36,0.004118434263155766,0.004165315107691184,3.855985004477523e-06,-0.001302110085559847,0.07378263713868248,0,0.0,0.0,0.0,0.0,0
6.339430332183838,19,1,1.0,39,0.0039034467218608732,0.003933138071482665,3.853983113672669e-06,-0.0008133675595638104,0.07327511179363273,0,0.0,0.0,0.0,0.0,0
6.3517022132873535,20,1,1.0,37,0.005222350053183593,0.0051957517700540745,3.8540556480276905e-06,0.0007289979439441463,0.07329331840005845,0,0.0,0.0,0.0,0.0,0
6.363062381744385,21,1,1.0,37,0.004942877436126863,0.004971480239104735,3.853698514986329e-06,-0.0007820235857537187,0.0732038064606848,0,0.0,0.0,0.0,0.0,0
6.374405860900879,22,1,1.0,34,0.00423566693596321,0.004281539967825002,3.853653888994881e-06,-0.0012538230513057603,0.07319264442331995,0,0.0,0.0,0.0,0.0,0
6.385739326477051,23,1,1.0,42,0.004566907450098257,0.0045748073308507515,3.853623383176032e-06,-0.00021587821672352289,0.07318501711936587,0,0.0,0.0,0.0,0.0,0
6.398447036743164,24,1,1.0,38,0.004772197342759567,0.004785386776963439,3.854071392011676e-06,-0.00036153114555652604,0.0732972720378163,0,0.0,0.0,0.0,0.0,0
6.4117021560668945,25,1,1.0,34,0.004698683197691927,0.0047228683027397455,3.854250824702811e-06,-0.000663745918246323,0.07334237651742474,0,0.0,0.0,0.0,0.0,0
6.424701690673828,26,1,1.0,33,0.003937524264957632,0.003986402482926923,3.854121481752013e-06,-0.001340244432321439,0.07330985485761687,0,0.0,0.0,0.0,0.0,0
6.436317443847656,27,1,1.0,31,0.004909132096127122,0.004892805741546489,3.85361173464505e-06,0.00044611101965162745,0.07318210529136907,0,0.0,0.0,0.0,0.0,0
6.448212623596191,28,1,1.0,32,0.005150972678007384,0.0051595963465906015,3.853658841409907e-06,-0.00023571409892614043,0.07319388288995793,0,0.0,0.0,0.0,0.0,0
6.460099220275879,29,1,1.0,33,0.004693431392914651,0.004728435758337538,3.853632112599213e-06,-0.0009566132583997116,0.07318719947463237,0,0.0,0.0,0.0,0.0,0
6.472580909729004,30,1,1.0,42,0.003951669043019733,0.003998411453731875,3.853796667803436e-06,-0.001278832978972023,0.07322837482788346,0,0.0,0.0,0.0,0.0,0
6.485343933105469,31,1,1.0,36,0.0044082905072912945,0.004411404447580309,3.8538652116508014e-06,-8.523474318990285e-05,0.07324554652999996,0,0.0,0.0,0.0,0.0,0
6.497949600219727,32,1,1.0,36,0.004732238575860405,0.004738341670252278,3.853785547749646e-06,-0.00016696282201770617,0.0732255901546257,0,0.0,0.0,0.0,0.0,0
6.517315864562988,33,1,1.0,33,0.004220037854331998,0.00426542032110112,3.8564023151572644e-06,-0.001264155945656772,0.07388976959332302,0,0.0,0.0,0.0,0.0,0
6.541354179382324,34,1,1.0,34,0.005462917771703304,0.005451586786225615,3.8587011717816404e-06,0.0003207665801779709,0.07448841807876762,0,0.0,0.0,0.0,0.0,0
6.556344032287598,35,1,1.0,39,0.004755012221225593,0.004800572221460935,3.854500749335529e-06,-0.0012525150480783252,0.0734053397346799,0,0.0,0.0,0.0,0.0,0
6.576944351196289,36,1,1.0,35,0.004233506954605924,0.004280126819091141,3.856542975474797e-06,-0.0012998977119318637,0.07392598535916374,0,0.0,0.0,0.0,0.0,0
6.603292465209961,37,1,1.0,32,0.004125550678122002,0.004162091261581412,3.859263009305322e-06,-0.0010385495179070043,0.07463695295746832,0,0.0,0.0,0.0,0.0,0
6.615849494934082,38,1,1.0,42,0.0038140622964985636,0.0038413298799976335,3.8535269155017975e-06,-0.0007446442079781443,0.07316091319873605,0,0.0,0.0,0.0,0.0,0
6.628331184387207,39,1,1.0,35,0.00421573585798753,0.004216144676682018,3.8533505059290035e-06,-1.1150906372444681e-05,0.07311689610474228,0,0.0,0.0,0.0,0.0,0
6.643789291381836,40,1,1.0,33,0.0037470842060510143,0.003781587739973425,3.854170258782862e-06,-0.0009464059562729584,0.0733221141473243,0,0.0,0.0,0.0,0.0,0
6.655882358551025,41,1,1.0,35,0.004135747372452155,0.004136006655244387,3.853228422641914e-06,-7.066294357508003e-06,0.07308648078807779,0,0.0,0.0,0.0,0.0,0
6.670576095581055,42,1,1.0,38,0.004312434383167489,0.004322020090900197,3.853873231692714e-06,-0.0002623942989706399,0.07324755651181208,0,0.0,0.0,0.0,0.0,0
6.684795379638672,43,1,1.0,36,0.004356970995636887,0.004371086176763275,3.8537329772164454e-06,-0.0003860113061103284,0.07321242979147671,0,0.0,0.0,0.0,0.0,0
6.6998395919799805,44,1,1.0,33,0.004171313499422564,0.004194670983471084,3.853932560603328e-06,-0.0006396356133850853,0.07326243065680411,0,0.0,0.0,0.0,0.0,0
6.72091007232666,45,1,1.0,47,0.004627079841613623,0.0046332152455635395,3.855925533453548e-06,-0.00017033979988227612,0.07376740757721689,0,0.0,0.0,0.0,0.0,0
6.735617160797119,46,1,1.0,30,0.004282797503239972,0.004310858185454456,3.8538119058507105e-06,-0.0007677966493175106,0.07323219124113996,0,0.0,0.0,0.0,0.0,0
6.747474670410156,47,1,1.0,39,0.004154494368941863,0.0041722896995114896,3.853025754895263e-06,-0.00048431153517937506,0.07303607269729093,0,0.0,0.0,0.0,0.0,0
6.759687423706055,48,1,1.0,43,0.004496014119339543,0.004496367875538448,3.853066246587314e-06,-9.630359007069787e-06,0.0730461355670478,0,0.0,0.0,0.0,0.0,0
6.774462699890137,49,1,1.0,36,0.005454192663713329,0.005433903187467528,3.853672427314636e-06,0.0005546316630134608,0.0731972806844437,0,0.0,0.0,0.0,0.0,0
