pdr,mean_success,ci_success_lo,ci_success_hi,mean_alarm,ci_alarm_lo,ci_alarm_hi,mean_hd,ci_hd_lo,ci_hd_hi
0.2,,,,,,,,,
0.6,0.4123931623931624,0.06630338252467544,0.7584829422616495,0.5876068376068376,0.2415170577383507,0.9336966174753245,7.626068376068377,1.6739611660453209,13.578175586091433
1.0,0.025000000000000005,0.025,0.02500000000000001,0.975,0.975,0.975,37.28333333333333,36.60417298571446,37.9624936809522
