Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,32.77780583722755,-88.73136198317854,984.3504302841715,-44449.17095678376,4.97977211243136e-07,2.248657948850444e-05,-0.7074305274108846,3.580605434612844e-10,0.708240775345288,0.01745827062933016,-0.7080255677928078,1.592976703098759e-05,3.926718053667238e-07,-1.592492657800371e-05
10023.05238077899,32.7448366516272,-88.76856938664167,951.9567407431977,-44285.64982706141,4.851662048318889e-07,2.257024897826263e-05,-0.7032069483673365,3.585560954858757e-10,0.7082345084629966,0.01700242866558573,-0.7080303922836181,1.598867124180683e-05,3.838364821226808e-07,-1.598406323916333e-05
10046.15790278395,32.70617110063481,-88.78808821110044,932.8053079323272,-44093.83334498034,4.795578206082555e-07,2.266876318280605e-05,-0.6985507897281936,3.592876385059898e-10,0.708425999361817,0.01676986503550462,-0.7082274833685008,1.606268321996358e-05,3.802359455320867e-07,-1.605818211537734e-05
10069.31668851804,32.68958028028992,-88.73067301685148,975.1441918163472,-44009.54719133268,5.032246079384137e-07,2.271119216703131e-05,-0.6956119462131551,3.591478173654334e-10,0.7083393589142502,0.01748153978359383,-0.7081236072564207,1.609112846341574e-05,3.971227898832238e-07,-1.60862272990252e-05
10092.52886076684,32.6726932347779,-88.78977152294883,928.0042432411259,-43927.91919172253,4.807008828075186e-07,2.275441054192646e-05,-0.6927248438477851,3.589876431769513e-10,0.7083490769302113,0.01675548389420653,-0.7081508797900017,1.612161022026793e-05,3.813450023327809e-07,-1.611709936941021e-05
10115.79454259898,32.65676898176217,-88.78480534955732,930.1400140779124,-43849.02945029974,4.835406445539291e-07,2.279526484459588e-05,-0.689890424069871,3.588063715338783e-10,0.7084372973729385,0.01682309515551893,-0.7082375221480867,1.615259654052088e-05,3.835719401244904e-07,-1.614804160161832e-05
10139.11385736679,32.61428799515201,-88.67480417013114,1009.437533313326,-43635.96339235795,5.298561309314906e-07,2.290461962183284e-05,-0.6849591954650757,3.5972909317233e-10,0.7083295596712471,0.01818417698143922,-0.7080961098689715,1.622830704990791e-05,4.166117359857541e-07,-1.622295855778253e-05
10162.48692870695,32.61045282756834,-88.74767776108983,953.5525115232469,-43619.63095948471,5.0092550691234e-07,2.291450705195524e-05,-0.6831280504219631,3.590361222557587e-10,0.7084670530198018,0.01729105758325546,-0.7082560162414543,1.623799901053948e-05,3.963094327835109e-07,-1.623316206719344e-05
10185.91388054117,32.58683018225449,-88.77049561440397,933.7023006208361,-43504.51285900596,4.931054558378398e-07,2.29755379525993e-05,-0.6797581787475174,3.591582291895156e-10,0.7084452996941436,0.01701263920965174,-0.7082409990715358,1.628060697896739e-05,3.909632723470521e-07,-1.627591199666788e-05
10209.3948370768,32.55878548819552,-88.66564547725416,1010.075414382585,-43363.73427157103,5.368647394473932e-07,2.304823933904311e-05,-0.6760001714479724,3.594954989589164e-10,0.7084928597981845,0.01831408160106032,-0.7082561166697536,1.63338886749927e-05,4.222204443128217e-07,-1.632843070057435e-05
10232.92992280754,32.53986265767398,-88.75604796519728,939.6836938434391,-43274.5382902228,5.015475061320931e-07,2.309738574871468e-05,-0.673058130062794,3.594079577358403e-10,0.7082799083558009,0.01719557315479787,-0.7080711410899189,1.636321668011873e-05,3.972651011998538e-07,-1.635839358127456e-05
10256.51926251407,32.5179817999379,-88.80024490069107,904.0881317214546,-43169.5294182762,4.849150910799739e-07,2.315433148080805e-05,-0.6698806702368071,3.594535831108781e-10,0.708265941331529,0.0166532401199497,-0.7080701329979567,1.640296597854407e-05,3.856779144377872e-07,-1.639843118836644e-05
10280.16298126474,32.49057949571999,-88.75624803535651,934.333528454296,-43035.07488499981,5.042572418973873e-07,2.322591184569595e-05,-0.6662583955877088,3.597473211252267e-10,0.7083298245457138,0.01720271003179144,-0.7081208986525703,1.645542815931339e-05,3.996414512902874e-07,-1.645057453758787e-05
10303.86120441616,32.47312992153627,-88.70477129389862,971.0675325897998,-42948.85764389285,5.261677708701116e-07,2.327160977943114e-05,-0.6633943197183233,3.596404353470318e-10,0.7084555372974407,0.01784628620210698,-0.7082307239849157,1.649105918301024e-05,4.154165596313541e-07,-1.648582609575664e-05
10327.61405761398,32.45182248502032,-88.76954081616464,920.3296128768364,-42848.14686413066,5.010476118946294e-07,2.332747024544142e-05,-0.6603165394940621,3.596566441929557e-10,0.7083864809350399,0.01704822355037713,-0.7081813076079501,1.652862035329922e-05,3.977823156512193e-07,-1.652383309080712e-05
10351.42166679344,32.4291690627695,-88.76142116744954,924.0392326048867,-42738.74179483313,5.056429786041487e-07,2.33870423899778e-05,-0.6571157312619611,3.597480089787925e-10,0.708257560661699,0.01714969451022147,-0.7080498995216836,1.656786463694744e-05,4.011730096391688e-07,-1.65630069384925e-05
10375.28415818013,32.39229210991754,-88.80746239074665,886.0265010368599,-42563.22627854575,4.888655990606393e-07,2.348428301892201e-05,-0.6529120314096177,3.604006717002825e-10,0.7084421853243742,0.01658928621886499,-0.7082479265976876,1.664080468713018e-05,3.896705723991202e-07,-1.663624168735895e-05
10399.20165829059,32.38425028239267,-88.6989498354943,965.7178114367696,-42521.06926650915,5.338483815439887e-07,2.350562839435836e-05,-0.6507651819524604,3.599282663457455e-10,0.7083649997427631,0.01793290628029248,-0.70813796941903,1.665480141409334e-05,4.216314936286768e-07,-1.664946356572686e-05
10423.17429393304,32.35806476600652,-88.66680073701031,986.6511373223003,-42394.82022269515,5.486594480513121e-07,2.357501834614548e-05,-0.6473407245872853,3.60169832326605e-10,0.7083389926394873,0.01833383410740313,-0.7081016869210565,1.670356929140249e-05,4.323360305902985e-07,-1.669797330903777e-05
10447.202192208,32.34373275785125,-88.86210853126526,840.8418805375418,-42332.99768572817,4.690131122046466e-07,2.361291873430774e-05,-0.6449100643047326,3.598662421116237e-10,0.7084150830806676,0.01592596349751242,-0.7082360437190874,1.673098963075126e-05,3.761313621074635e-07,-1.672676116953744e-05
10471.285480509,32.30920825530467,-88.83679092030268,856.205660384197,-42168.02599225988,4.813184837019698e-07,2.370487754331411e-05,-0.6409193780064393,3.604432199632071e-10,0.7084102410996066,0.01624308567051061,-0.7082239983668325,1.679618125188762e-05,3.851183892942545e-07,-1.679176549599501e-05
10495.42428652322,32.28426496485056,-88.85296975706315,841.937574360912,-42050.35159351875,4.759557320573815e-07,2.377148435399806e-05,-0.6376608636445773,3.606205739471944e-10,0.7085835472662532,0.01605131920567913,-0.7084017212063956,1.684740014938615e-05,3.816388323252881e-07,-1.684307702277698e-05
10519.61873823223,32.27403424748692,-88.81115665119387,871.605500533907,-42000.61313755628,4.938803088368767e-07,2.379892712357605e-05,-0.6354417740861772,3.60217245738168e-10,0.7083774359534167,0.01656777234629649,-0.7081836631040132,1.686219388484267e-05,3.943787243409e-07,-1.685758132211773e-05
