Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,34.50897977916823,-89.04254040345262,903.3634354076515,-54053.55421031766,3.090955223320598e-07,1.849500535186365e-05,-0.8602890344257786,2.944393674329673e-10,0.7104336033362038,0.01365482995989069,-0.7103023654529309,1.314126669729218e-05,2.525806231102225e-07,-1.313883912064493e-05
10023.05238077899,34.47992599225158,-89.12100525900725,826.6385667464864,-53878.80388678909,2.846935012303153e-07,1.855580653707348e-05,-0.8555355834421818,2.947149628898748e-10,0.7104942636163983,0.01268727410848705,-0.7103809764538351,1.318530395118173e-05,2.354495651814e-07,-1.318320157576696e-05
10046.15790278395,34.46247957033962,-88.97202224230132,964.7817978596813,-53767.69418354505,3.336156915814758e-07,1.859254239619636e-05,-0.8518076652561027,2.94644758265327e-10,0.7104762715524171,0.01453814586441628,-0.7103275123165714,1.321164454151741e-05,2.703437442516033e-07,-1.320887829269961e-05
10069.31668851804,34.42125324255495,-89.12894432996238,813.7585657029809,-53522.80094868614,2.839994685381627e-07,1.867930816921053e-05,-0.8459777959730345,2.953121386932231e-10,0.710488475751089,0.01259699062754763,-0.7103767943860745,1.327292459723679e-05,2.353295126635022e-07,-1.327083823216917e-05
10092.52886076684,34.42281935868768,-89.08675025157258,853.3131553554368,-53530.92295485055,2.977067197374555e-07,1.867604569012986e-05,-0.8441601816621939,2.945882362910973e-10,0.7104984066170476,0.01312445030715236,-0.7103771777087848,1.327094386516407e-05,2.451431863396598e-07,-1.326867950816987e-05
10115.79454259898,34.38774889949373,-89.21524074162902,730.3926116611768,-53323.10089642498,2.568290245020192e-07,1.875008011856031e-05,-0.8389489380112991,2.950561930542012e-10,0.7106090345917763,0.01153728542987155,-0.7105153700577954,1.332518322381455e-05,2.163446209867026e-07,-1.332342684721911e-05
10139.11385736679,34.37116633576293,-89.11023683726192,826.535211782159,-53219.97394487947,2.917476096885891e-07,1.878540679788947e-05,-0.8354006122926829,2.949480125092057e-10,0.7104301247207464,0.01284032743692587,-0.7103140770828408,1.334728502710592e-05,2.412390806335595e-07,-1.334510476919462e-05
10162.48692870695,34.34172770729636,-89.149075599829,787.8428883160807,-53044.37572595289,2.799401172519504e-07,1.884798223160743e-05,-0.8307291964294137,2.952438018090992e-10,0.7105463675774552,0.01236501933432106,-0.7104387706019273,1.339379878991242e-05,2.330806102941901e-07,-1.33917705869599e-05
10185.91388054117,34.31280574550043,-89.07152343951597,856.8120836313498,-52868.77564974094,3.06459455413514e-07,1.890978956007576e-05,-0.8260748204387581,2.955431369114684e-10,0.7105763235283322,0.01333135607516445,-0.7104512555441352,1.343856925515392e-05,2.52125417001839e-07,-1.343620394306628e-05
10209.3948370768,34.2958275758177,-89.06353458502058,862.5244126268287,-52767.14666749925,3.096906917498147e-07,1.894612362721833e-05,-0.8225906000313077,2.954313104498794e-10,0.7105251506940139,0.01343363641579606,-0.710398146943951,1.346345138870123e-05,2.545484993471333e-07,-1.346104484642263e-05
