Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,34.34637880329934,-88.9501036641594,972.4942979694483,-53065.7936437917,3.452326824763878e-07,1.883820432226349e-05,-0.844568336750393,2.999200278813041e-10,0.7084643671941235,0.01475973465529411,-0.7083106026431308,1.334839539900457e-05,2.7809270767357e-07,-1.334549827372905e-05
10023.05238077899,34.30848219430028,-88.71637518579819,1183.784637346299,-52830.48038350476,4.239216360808317e-07,1.891896800529268e-05,-0.8388893701761442,3.005630380942693e-10,0.7085700647127706,0.01765577056316112,-0.7083500620264538,1.340873682316896e-05,3.341117451633351e-07,-1.340457356780704e-05
10046.15790278395,34.27384147869661,-88.94569393357827,968.6020270896196,-52632.2915603047,3.495374828439911e-07,1.899331014573416e-05,-0.8338201976454125,3.010009404025832e-10,0.7086466576688196,0.01482627184827933,-0.7084915434133777,1.346178195742196e-05,2.816467652857762e-07,-1.345883533478197e-05
10069.31668851804,34.26775012657784,-88.82317036329218,1080.362602330064,-52591.73511709004,3.904373113581192e-07,1.900637398452052e-05,-0.8312614319906146,3.005402423368977e-10,0.7087505973139308,0.01634782010951345,-0.7085620353720065,1.347357783444354e-05,3.107773418516756e-07,-1.346999321100793e-05
10092.52886076684,34.23780097246278,-88.84957742858212,1052.563455800777,-52414.94786240323,3.829683402111003e-07,1.907083651298196e-05,-0.8265617229626236,3.008603618513835e-10,0.7086525306235775,0.016023161269109,-0.7084713596625798,1.351727783773127e-05,3.056357147595783e-07,-1.35138220704686e-05
10115.79454259898,34.21206898325867,-88.84983249301536,1049.27401386637,-52262.73260743244,3.839986249831146e-07,1.912638376048652e-05,-0.8222658337845006,3.010426429579141e-10,0.708677109576742,0.01602470165449169,-0.7084959100622459,1.355711813198674e-05,3.065553697501803e-07,-1.355365175330697e-05
10139.11385736679,34.18276249253662,-88.85519600756042,1040.929973001894,-52090.1025026838,3.834755662854007e-07,1.918984184639756e-05,-0.8176648784195343,3.013456450776836e-10,0.7085222205187125,0.01595903800609309,-0.7083424638370109,1.359909975525657e-05,3.06311564489683e-07,-1.359564957546638e-05
10162.48692870695,34.19490120972969,-88.99832607252119,912.0948766577496,-52166.53970256025,3.350604845506228e-07,1.916351743375471e-05,-0.8169813861417158,3.002120371260126e-10,0.7085556222188247,0.01419431240230623,-0.7084134324484055,1.358044911622242e-05,2.720536416261086e-07,-1.357772385248662e-05
10185.91388054117,34.10953459932536,-88.90197937507877,990.184448744854,-51662.45793551972,3.708569842606069e-07,1.934930746866759e-05,-0.8072261015698114,3.024440652764677e-10,0.7085991354503147,0.01539064830299671,-0.7084319746494698,1.371337582754338e-05,2.978521054423943e-07,-1.371014079835559e-05
10209.3948370768,34.08353249435422,-88.97549042876112,921.2125452341522,-51513.39422119457,3.470408873638219e-07,1.940622078382761e-05,-0.8030457687825165,3.026216292745539e-10,0.7084281127397407,0.01448239110340585,-0.7082800655587581,1.375006531087683e-05,2.810924918823046e-07,-1.374719182467408e-05
