Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,34.43147324033647,-88.78071800671087,1140.225022401356,-53572.69259089242,3.971064387325628e-07,1.865777434289214e-05,-0.8526358840583086,2.970822174410408e-10,0.7086839238285132,0.01685889528783886,-0.7084833671601978,1.322541756603609e-05,3.146197089941329e-07,-1.322167478932712e-05
10023.05238077899,34.39316416266671,-88.73680053672028,1176.165605240987,-53339.48292089565,4.131994721596686e-07,1.87387270040667e-05,-0.8469717653183096,2.97694856014912e-10,0.7085922888759043,0.01740379584858983,-0.7083785285738506,1.328130310174607e-05,3.262032220992908e-07,-1.327729654479186e-05
10046.15790278395,34.35979983070447,-88.80943696836576,1104.396145132759,-53141.35317858361,3.909058161854507e-07,1.880961295367106e-05,-0.8418849397758339,2.981175357344731e-10,0.7085351780224173,0.01650851780168372,-0.7083428317808051,1.333010777992955e-05,3.10584891772822e-07,-1.332648905186737e-05
10069.31668851804,34.35646499637534,-88.74269375960482,1165.833847814786,-53118.83026205746,4.129814125382543e-07,1.881665178543467e-05,-0.8395926624401409,2.975579985295399e-10,0.7086119981152341,0.01733964542348267,-0.7083998168897649,1.333687363054028e-05,3.263516006311789e-07,-1.333288014158105e-05
10092.52886076684,34.35423250250459,-88.58145083125699,1314.915458374658,-53099.11952449964,4.660762276097411e-07,1.882116234907479e-05,-0.8373508228451448,2.969838355422832e-10,0.7085473554000308,0.01933553130291414,-0.708283482846813,1.33397302513165e-05,3.640275697608646e-07,-1.333476235657548e-05
10115.79454259898,34.31063894264778,-88.72922015947177,1172.230847691749,-52843.82438018095,4.1957635771015e-07,1.891437970990977e-05,-0.8314083314532202,2.977322579674038e-10,0.708681320317922,0.01751621135001338,-0.7084648164217435,1.340752193707149e-05,3.313887091370341e-07,-1.340342590595814e-05
10139.11385736679,34.29300139924599,-88.67610724678802,1218.762281258179,-52736.52788051871,4.379898523346654e-07,1.895206671081604e-05,-0.8278118987281899,2.976518586206081e-10,0.708443843131455,0.01817100403954525,-0.708210769109776,1.343001645686286e-05,3.444689168447359e-07,-1.342559805732821e-05
10162.48692870695,34.2521519155127,-88.83538425173901,1067.271884830328,-52499.50708329696,3.870661306818648e-07,1.903992914857629e-05,-0.8221959960009338,2.983080037127297e-10,0.708619020729888,0.01621033919150311,-0.7084335829444295,1.349479969900187e-05,3.087064756135013e-07,-1.349126825869589e-05
10185.91388054117,34.22335091081764,-88.82073039562297,1077.181361355815,-52328.34817855908,3.932156439798355e-07,1.910200627825046e-05,-0.8176306391478129,2.985953951169292e-10,0.7085015128329931,0.01639297435396951,-0.7083118409842306,1.353662320740726e-05,3.132040130600015e-07,-1.353299933885759e-05
10209.3948370768,34.22750291985406,-88.89659213667228,1008.394181127621,-52355.60645372236,3.677416862658598e-07,1.909306832892851e-05,-0.8161750719467419,2.977535424493578e-10,0.708444550990553,0.01545806216191292,-0.7082758856140767,1.352884445360774e-05,2.951956059938812e-07,-1.352562352736889e-05
10232.92992280754,34.18275800719447,-88.85014574567727,1045.51855251751,-52089.86951786298,3.851680712398838e-07,1.9189859926466e-05,-0.8101648580922916,2.985842270830952e-10,0.7086511804363923,0.01604107800193836,-0.7084696036884207,1.360161096801428e-05,3.078870232821427e-07,-1.35981258453546e-05
