Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,34.53382483984974,-88.75981713691517,1173.26144643806,-54195.58069796379,3.992671329192234e-07,1.844304539952406e-05,-0.8625494561816648,2.936677512118161e-10,0.7082497766151548,0.01710685483259609,-0.708043149527734,1.306530215644427e-05,3.155754293386026e-07,-1.306149044280878e-05
10023.05238077899,34.50573223486688,-88.79086961833174,1140.271782621623,-54024.82867546966,3.905063978214932e-07,1.850176559703715e-05,-0.8578542949533609,2.939183719291608e-10,0.7082456992497609,0.01672711742944559,-0.7080481438774374,1.31066728358109e-05,3.09549152033213e-07,-1.310301691014168e-05
10046.15790278395,34.48994819093171,-88.66478805179973,1256.855730001436,-53923.64297121787,4.320073213581341e-07,1.853467188142715e-05,-0.8542782635353156,2.937926368151839e-10,0.7082347779128196,0.01828898816759095,-0.7079985971434031,1.313042266735233e-05,3.390713818182974e-07,-1.312604395929526e-05
10069.31668851804,34.45591981113171,-88.5844546573281,1327.307431297446,-53713.32021915336,4.597718905666205e-07,1.860599451449628e-05,-0.8489891307623846,2.942646768533221e-10,0.7082079812655837,0.01928502902501037,-0.7079453597445059,1.318089419422383e-05,3.589255329443576e-07,-1.317600638361731e-05
10092.52886076684,34.46018764006124,-88.65183336197367,1264.778452368131,-53741.94176985072,4.3767050186846e-07,1.859714053615923e-05,-0.8474878597848917,2.934315296577317e-10,0.7082055524560275,0.01845654888950294,-0.7079650134947605,1.317420273766116e-05,3.433329717122825e-07,-1.316972817652414e-05
10115.79454259898,34.42520470215743,-88.81877303669019,1103.872858991073,-53536.10859802241,3.849823798779413e-07,1.867104379784127e-05,-0.8423002544583772,2.938822332134428e-10,0.7083024343218891,0.016400092409428,-0.7081125443284254,1.322751407556285e-05,3.062709411607854e-07,-1.322396788901931e-05
10139.11385736679,34.39908899259134,-88.73016278619052,1183.13403577955,-53374.94183416435,4.150933533819106e-07,1.872618226041457e-05,-0.8378331627055856,2.940916655160917e-10,0.7082961602876158,0.01749918796887988,-0.7080799595374874,1.326689817386143e-05,3.277724177046475e-07,-1.326284857780559e-05
10162.48692870695,34.35773576638622,-88.6388435759245,1262.248961098933,-53122.42648250175,4.470376319331432e-07,1.881381919823879e-05,-0.8319515511349064,2.948100113438773e-10,0.708390066789811,0.01863434327605161,-0.7081449343016888,1.333124101279141e-05,3.506809778599597e-07,-1.332662784776775e-05
10185.91388054117,34.35895675409802,-88.8003602601087,1112.704495471356,-53135.91478231285,3.939246127414847e-07,1.881141375673174e-05,-0.8302488704003747,2.940573031292599e-10,0.7083550419616425,0.01664135550724576,-0.7081595376462578,1.332803750796329e-05,3.131150302392191e-07,-1.332435900114954e-05
10209.3948370768,34.35662514313015,-88.72587106149426,1181.444082533923,-53119.11455564311,4.185012247103841e-07,1.881630694648599e-05,-0.8280774511230371,2.934737790546282e-10,0.7083366048249258,0.01756572411487702,-0.7081187690431762,1.333153138993922e-05,3.306027118030635e-07,-1.332743152478688e-05
10232.92992280754,34.31720351856293,-88.857777218549,1054.486198494228,-52887.76029759576,3.768408171815864e-07,1.890045297691863e-05,-0.8225746236823873,2.940796384897668e-10,0.7083809024873453,0.01594063168652089,-0.7082015244760637,1.339133669221306e-05,3.013440442157809e-07,-1.338794570392439e-05
10256.51926251407,34.29905921828806,-88.71534043751956,1183.47549674848,-52774.12768308357,4.247161684520305e-07,1.893915451949662e-05,-0.8189194670382514,2.940350264772612e-10,0.7084417358782614,0.01770687781068389,-0.7082204173930612,1.342061631616858e-05,3.354364956489566e-07,-1.341642369125234e-05
