Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,32.61074417440347,-89.03716690529754,733.2798150595619,-43631.53274575172,3.85075725775362e-07,2.291273234815156e-05,-0.6944174111162282,3.6477046089422976e-10,0.7117053990060297,0.01388006223658005,-0.711570037906769,1.6309358700561417e-05,3.180739026550267e-07,-1.6306256781248977e-05
10023.052380778994,32.58575525705175,-89.13963986061974,653.4296925710636,-43511.952602699545,3.450513968760705e-07,2.297700915195864e-05,-0.6909214954897471,3.64931673672138e-10,0.7118067955203538,0.012613628967228944,-0.7116950263372871,1.635697548385011e-05,2.8985508578703336e-07,-1.6354407082145075e-05
10046.157902783953,32.554574751339544,-89.06341261673619,708.8035315733118,-43357.22888623034,3.769526370506863e-07,2.3058042230118726e-05,-0.6868812298976533,3.6539164661019144e-10,0.7117387710586794,0.01356361031051932,-0.711609518418257,1.6413435165717097e-05,3.127909388912669e-07,-1.6410454465606556e-05
10069.31668851804,32.536815536123534,-89.02603349218417,735.6056764953972,-43269.49702756236,3.92785888716481e-07,2.310429131713281e-05,-0.6839147630433854,3.652904217245675e-10,0.7117422898016055,0.014032370994527232,-0.7116039485952171,1.6446616648077783e-05,3.242536374716831e-07,-1.644341992249227e-05
10092.528860766844,32.522424259385325,-89.11777498696372,665.2678305720851,-43202.16037359692,3.5635480810459174e-07,2.3141503109203428e-05,-0.6812799319737906,3.6501832417486343e-10,0.7117776661051134,0.012898039165860738,-0.7116607945866613,1.647349676889728e-05,2.985142926534866e-07,-1.647079187567953e-05
10115.794542598982,32.47893674692108,-89.02923577574728,728.4262756492072,-42988.5615055584,3.940534191104188e-07,2.325532481486379e-05,-0.6763524141586373,3.6598831413118835e-10,0.7117418483364403,0.014001517608836148,-0.7116041147843524,1.655410217479022e-05,3.2565536737869953e-07,-1.6550898688442622e-05
10139.113857366794,32.46335738422939,-89.06357826059829,701.4377448897184,-42914.257779608335,3.80776299607088e-07,2.3296054990985807e-05,-0.6736304918582204,3.6577879597611847e-10,0.7117616885764847,0.013579844728233247,-0.7116321304876599,1.658339212821777e-05,3.1639788117705513e-07,-1.6580373544013467e-05
10162.486928706954,32.449441555880234,-89.07721095621974,690.1487470908266,-42847.486774905876,3.7581952466224303e-07,2.333253835581861e-05,-0.6710354824691088,3.655062252821019e-10,0.7118218062418357,0.013416144457713669,-0.7116953638385451,1.6610701423454037e-05,3.130721310963848e-07,-1.6607750829653868e-05
10185.91388054117,32.42114195262543,-89.03756918941927,717.4930933188206,-42710.041177080886,3.9321963774606236e-07,2.340709210466015e-05,-0.6673445556982923,3.6583911814577696e-10,0.7117770300488705,0.01391217355250333,-0.7116410555415108,1.6662918272362284e-05,3.256882438034935e-07,-1.6659735067499515e-05
10209.394837076798,32.406568355183765,-89.23029312919486,572.9315099266062,-42645.56281336778,3.149753939618106e-07,2.3444866821139523e-05,-0.6648045482612323,3.6554957327925573e-10,0.7117856489196874,0.011523025708525035,-0.7116923702601716,1.6689162307933013e-05,2.701791566322489e-07,-1.6686975213137145e-05
10232.929922807542,32.38742836993447,-88.93194939345088,793.1740854124499,-42545.04721470161,4.380458560357003e-07,2.3496331978057745e-05,-0.6617121996707714,3.6557048227874396e-10,0.7117231654621328,0.01523187553976776,-0.7115601550276542,1.6725725884847845e-05,3.579540295345762e-07,-1.6721895086616505e-05
10256.519262514073,32.36280100093268,-89.0314928126695,717.2952777165513,-42430.32802409617,3.983098945317549e-07,2.3561314294479345e-05,-0.6584101554536725,3.6571581586165184e-10,0.7117584160586488,0.014000840888675772,-0.7116206990277381,1.677229562170735e-05,3.2992408244036583e-07,-1.676905037626667e-05
10280.162981264735,32.32993476997513,-89.13609830200963,637.4940121922126,-42276.741022358096,3.5659427695386915e-07,2.3648290977654333e-05,-0.6545180581073247,3.6620024462421706e-10,0.7117742222032317,0.012706428850395425,-0.7116607970507335,1.6834092645853725e-05,3.00518329820085e-07,-1.683141004023812e-05
10303.861204416158,32.304424687184785,-89.08750035560864,671.4090927476892,-42154.15872952071,3.7774280921017875e-07,2.3716435345275916e-05,-0.6511192843715855,3.6642045117817346e-10,0.7118052122078197,0.013315182532784336,-0.7116806629664303,1.6883558144181522e-05,3.158274969571583e-07,-1.68806039169256e-05
