Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,34.40295611668644,-88.93114582492393,996.4256805248619,-53407.06386932384,3.492177895471902e-07,1.871759947096779e-05,-0.8499998210827456,2.980035440280239e-10,0.7100121984671556,0.01516058478444308,-0.7098503212939734,1.329198834422505e-05,2.838181043670829e-07,-1.328895787587003e-05
10023.05238077899,34.38729526599652,-88.9384685068148,987.8515678304551,-53312.8312601033,3.474394396304812e-07,1.875077270850046e-05,-0.8465485665365846,2.978436768922619e-10,0.7100340125040955,0.0150747422773664,-0.7098739684323809,1.331592299376623e-05,2.827105515809713e-07,-1.331292153961469e-05
10046.15790278395,34.35389999329809,-88.88491244819056,1033.755544321043,-53110.04623989647,3.66353196957144e-07,1.882169855089575e-05,-0.8413889636929026,2.982932679748602e-10,0.7099971008162993,0.01574188444391746,-0.7098225667317887,1.336583346534097e-05,2.963440353011822e-07,-1.336254782726595e-05
10069.31668851804,34.34072500188016,-88.96504415522334,958.0739279093972,-53033.7814330987,3.405274459570088e-07,1.884975429846284e-05,-0.8382483863634534,2.980351841768461e-10,0.7100950808704418,0.01475561159193336,-0.7099417552186569,1.338725234282006e-05,2.78184008276342e-07,-1.338436173106064e-05
10092.52886076684,34.32193870677905,-89.13723865869103,797.0349069842691,-52926.90168321614,2.844630892098793e-07,1.888969958929588e-05,-0.8346350197885458,2.979501856105209e-10,0.7101209509894424,0.01262682514963427,-0.7100086818629689,1.341544257187241e-05,2.385430924463898e-07,-1.341332160921569e-05
10115.79454259898,34.29494157286944,-89.08461896414475,843.0505863116825,-52763.96256559041,3.027387205235594e-07,1.894749232871564e-05,-0.8301518406750764,2.981828958123886e-10,0.7101153930048508,0.01328323706785551,-0.7099911457162216,1.345657313710846e-05,2.517152182052852e-07,-1.345421867085833e-05
10139.11385736679,34.25706867257662,-89.0123106106211,905.7316383356701,-52536.21260896669,3.280597532612226e-07,1.902883394627464e-05,-0.8246675247628916,2.987867750892036e-10,0.7100805150953533,0.01418302056013779,-0.709938856413616,1.351396148892827e-05,2.699254374282354e-07,-1.351126549892591e-05
10162.48692870695,34.22072528922216,-88.97345245173621,937.4906019470692,-52319.55135786942,3.42372979081033e-07,1.910717891504604e-05,-0.8193777052183325,2.993340490784816e-10,0.7100242655832966,0.01466781654453871,-0.7098727441414521,1.356868739327239e-05,2.803045291293162e-07,-1.356579179212547e-05
10185.91388054117,34.20067000773305,-88.92985523699912,975.0741246395917,-52199.60639348894,3.577269522588932e-07,1.915055033498982e-05,-0.8156190482668483,2.993318317845029e-10,0.7100059626160599,0.01521206154076365,-0.7098429827321235,1.359932553516339e-05,2.913690699040683e-07,-1.359620384800295e-05
10209.3948370768,34.18470332804726,-89.06931180516662,846.5292891301364,-52110.13724726144,3.116613586847986e-07,1.918506114823412e-05,-0.8123484359699237,2.99156135680674e-10,0.7101534216277564,0.01349157776385266,-0.710025252775598,1.362608269474693e-05,2.588699127457387e-07,-1.362362345238434e-05
10232.92992280754,34.17212235796467,-88.93066410441344,971.1988328881121,-52031.48363298756,3.586116951311005e-07,1.921243921836696e-05,-0.8092567699635919,2.989192762320116e-10,0.7101070896369657,0.0152132150900824,-0.7099441082502935,1.364521366504835e-05,2.923327670797355e-07,-1.364208186158233e-05
