Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,33.30019157040054,-88.74990931219048,1028.805356114618,-47146.06041150611,4.626319736278005e-07,2.120058458805363e-05,-0.7503528561800316,3.375784566149098e-10,0.7073367410548888,0.01720708131595549,-0.707127415391835,1.499947513053591e-05,3.648858786592499e-07,-1.499503626161405e-05
10023.05238077899,33.26178427890363,-88.70947490618651,1057.469544018595,-46940.81170515911,4.79674166999929e-07,2.129261772155282e-05,-0.7453679709335547,3.382747147148435e-10,0.7073076752398565,0.01770947134125451,-0.7070859368407941,1.50642053253507e-05,3.771754808084103e-07,-1.505948275144274e-05
10046.15790278395,33.24491683540173,-88.6042768735699,1141.434976182779,-46847.73706203757,5.197759751910442e-07,2.133308399077387e-05,-0.7421791493070673,3.381672253286341e-10,0.7074469209328349,0.01901553192634189,-0.7071913146263231,1.509645552911994e-05,4.057790395215174e-07,-1.50910010573779e-05
10069.31668851804,33.19784053832215,-88.73252425838382,1031.131194979465,-46604.30663597211,4.745142698462205e-07,2.144674571260361e-05,-0.7366245396714233,3.391517642450702e-10,0.7073109022993725,0.01743331142709795,-0.7070960275409829,1.517318105210645e-05,3.739781046230145e-07,-1.516857157471542e-05
10092.52886076684,33.19244925403746,-88.70751397557811,1050.825349838359,-46575.08353600445,4.84174862680809e-07,2.145978366325189e-05,-0.7344695142253808,3.385840450101073e-10,0.707250731194258,0.01774457677562303,-0.7070280947528652,1.518126143526131e-05,3.808904638867151e-07,-1.517648250485838e-05
10115.79454259898,33.15297164128395,-88.7142166241445,1040.735769418977,-46368.43033016155,4.838123622406377e-07,2.155553837065691e-05,-0.7295289420302267,3.393108423191561e-10,0.7073809630657276,0.01766924926495582,-0.7071602537884953,1.525176858596729e-05,3.809648759968665e-07,-1.524700989581746e-05
10139.11385736679,33.12422802714097,-88.70379629836911,1045.76947847809,-46218.00953997727,4.893180037983127e-07,2.162551559694125e-05,-0.7254898979964826,3.396322277197235e-10,0.7073554214980263,0.01780135707431859,-0.7071313909090468,1.530079144769886e-05,3.850608107354804e-07,-1.529594544635964e-05
10162.48692870695,33.11294283921615,-88.62491361085753,1107.955783331563,-46156.37398127336,5.197672223753223e-07,2.165300335995785e-05,-0.7228560416217418,3.39303584815277e-10,0.7075743010330803,0.0187848524340357,-0.7073249046947828,1.532547228851036e-05,4.068643179963534e-07,-1.532007057074609e-05
10185.91388054117,33.07006021716171,-88.67154511666597,1065.245712812723,-45935.42982078189,5.045691972429233e-07,2.175798754306306e-05,-0.7177412655132202,3.401514661156844e-10,0.7072538199531557,0.01820508460847717,-0.7070194769118663,1.539250669627798e-05,3.962112028760089e-07,-1.538740650914501e-05
10209.3948370768,33.04377566763372,-88.79823550112646,960.8670954290542,-45803.94546867067,4.577901731325283e-07,2.182257694743159e-05,-0.7140407879981497,3.403433291427486e-10,0.7074178875373719,0.01664973508046587,-0.7072219269292971,1.544102700443053e-05,3.634188695582088e-07,-1.543674971219012e-05
10232.92992280754,33.0163036640722,-88.79966932488816,956.7537029625989,-45662.35822840353,4.586621011869165e-07,2.189026612108964e-05,-0.7101964031909833,3.406134512600748e-10,0.7073638816596906,0.01663494589384665,-0.7071682541317684,1.548773109456756e-05,3.642221146096432e-07,-1.548344783014637e-05
10256.51926251407,33.01617093626477,-88.76833439993131,981.6996286463394,-45660.59258506078,4.706465015259045e-07,2.189060434645469e-05,-0.7085355985219742,3.398432029041785e-10,0.7074773447947259,0.01702861132820939,-0.7072723802001802,1.549063429648489e-05,3.728515020347515e-07,-1.548614647563635e-05
10280.16298126474,32.97703484724491,-88.69614776130037,1034.623200152911,-45457.07544814215,5.004426411292114e-07,2.198738525476326e-05,-0.7037552098403593,3.405796072816856e-10,0.7074051445086297,0.01792205549543182,-0.7071780811111822,1.555796587390238e-05,3.941598812965819e-07,-1.555297206714804e-05
10303.86120441616,32.95978196981202,-88.65309697550114,1066.684150103466,-45367.21668963649,5.179782785365616e-07,2.203016966232572e-05,-0.7007486462824406,3.404693297888775e-10,0.707314682248152,0.01845525574503102,-0.7070738739758312,1.558651682908624e-05,4.066834203705915e-07,-1.558121033357115e-05
10327.61405761398,32.93868129530368,-88.81753910268662,934.3078481968679,-45265.17220721077,4.558024498494479e-07,2.208263199835227e-05,-0.6975644003052414,3.404520508724637e-10,0.707264280052199,0.01642888687326038,-0.7070734428005772,1.562153096005825e-05,3.628691172004194e-07,-1.561731588781634e-05
10351.42166679344,32.92120847573275,-88.7980680073187,947.8149223324981,-45175.4582803361,4.642236663630077e-07,2.212617292510806e-05,-0.6945806791758684,3.403435814981518e-10,0.7072768242907692,0.01667369627367827,-0.7070802599644603,1.565272042832e-05,3.690050307251572e-07,-1.564837026959823e-05
10375.28415818013,32.89672779952313,-88.68385962653763,1034.956533241662,-45047.02705172788,5.0975401972077e-07,2.218731161990426e-05,-0.69101307661287,3.405289171004374e-10,0.7074364844499332,0.01809141313202393,-0.7072051189731074,1.570020252441428e-05,4.015043843073459e-07,-1.569506780925162e-05
10399.20165829059,32.87107216409009,-88.74219168167676,986.2608113372673,-44919.00964032018,4.885647346455005e-07,2.225156243986356e-05,-0.6874645437181198,3.407139842754759e-10,0.7074059469449253,0.01737490486993715,-0.7071925384602181,1.574462769234043e-05,3.867106426634142e-07,-1.573987789181555e-05
10423.17429393304,32.84551978135082,-88.67825831536241,1033.37727766415,-44787.61175147805,5.148870400685764e-07,2.231572277124702e-05,-0.6838770607220341,3.40927651508919e-10,0.7073824999999054,0.01816766735097356,-0.7071491618952401,1.578989895124115e-05,4.055311400150185e-07,-1.578469047478868e-05
