Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,32.41134717077027,-89.10685648300277,665.112739196085,-42663.99003631811,3.653144003327137e-07,2.343327531924404e-05,-0.6790184906303398,3.730428001610099e-10,0.709336472449838,0.0128376317242937,-0.7092202946611802,1.662404419852587e-05,3.008633638306935e-07,-1.662132145019902e-05
10023.05238077899,32.37885871287565,-89.15510538233846,626.9011101593542,-42509.66153617385,3.468401008684114e-07,2.351894909125416e-05,-0.6750062262090718,3.735360177952405e-10,0.7092259707048075,0.01224258880397264,-0.709120297651642,1.668201040077962e-05,2.879632193352721e-07,-1.667952481925159e-05
10046.15790278395,32.36119586408159,-89.08066910819957,680.7519599085974,-42423.10057676069,3.781571113063979e-07,2.356599482860483e-05,-0.6720824242873044,3.73437326357826e-10,0.7092634815780385,0.01316864771397447,-0.7091412221959642,1.671659819279992e-05,3.103712489007141e-07,-1.671371666707849e-05
10069.31668851804,32.3393899619852,-89.14835127266608,629.1099581839645,-42321.07631897694,3.511698275597281e-07,2.362366845372889e-05,-0.668924089041225,3.734766265838264e-10,0.7093325953390381,0.01233627224486105,-0.7092253148312716,1.675883582316241e-05,2.914592711232249e-07,-1.675630119211838e-05
10092.52886076684,32.30657286036243,-89.09700226719268,664.5655340526242,-42163.61380254323,3.737268351201788e-07,2.371124161008052e-05,-0.6649024885505795,3.740092169080831e-10,0.7093852454193922,0.01297697793358897,-0.7092665397877179,1.682244013574491e-05,3.077374893829663e-07,-1.681962513727192e-05
10115.79454259898,32.30038997135934,-89.03841532139884,707.1695770526991,-42132.56395465508,3.982588734571048e-07,2.372792608863872e-05,-0.6628847383446308,3.734240140067692e-10,0.709445100219636,0.0137075205196508,-0.7093126631513446,1.683597758667065e-05,3.252957954973854e-07,-1.683283469723113e-05
10139.11385736679,32.27246562716716,-89.07110734479515,680.9955377626339,-42001.35659935974,3.859255013113761e-07,2.380249752387612e-05,-0.6593005674254827,3.737290128641511e-10,0.7093677382384401,0.01330549820483245,-0.7092429427009065,1.688688831852984e-05,3.167446869875552e-07,-1.688391749226952e-05
10162.48692870695,32.24815976280003,-89.01218688667173,722.1921252402508,-41884.90755420757,4.115366622292474e-07,2.386785240410217e-05,-0.6559605070062698,3.739061172249714e-10,0.7091866256132792,0.01403542295534783,-0.709047725369184,1.692922254769208e-05,3.350441057127859e-07,-1.692590681519052e-05
10185.91388054117,32.23860721525089,-89.08738431150947,666.5240873146209,-41842.13352968731,3.806080933043245e-07,2.389329202892243e-05,-0.6537834954095509,3.734275115083947e-10,0.7092089218004167,0.01310940948804735,-0.7090877506657299,1.694743024813761e-05,3.132656627174782e-07,-1.69445347129997e-05
10209.3948370768,32.19959637899456,-89.01268143193784,717.8977916261244,-41656.70891804234,4.135840104759838e-07,2.399860946574289e-05,-0.6493892383483304,3.742270499417288e-10,0.7091630214140318,0.01403718642504163,-0.7090240816349943,1.70213975928227e-05,3.369218698809039e-07,-1.701806274716798e-05
