Frequency (Hz),Trace M (dB),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Cs (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A),Trace Ireal (A),Trace Iimag (A)
10000,33.3657095315838,-88.65165804846269,1117.841803134062,-47492.25056152281,4.953296328909723e-07,2.104440804579922e-05,-0.7558626435425198,3.351177112268484e-10,0.7073991491575121,0.01842126836350629,-0.7071592558261907,1.489087253306596e-05,3.877708354965721e-07,-1.488582273759689e-05
10023.05238077899,33.35574041524826,-88.66619622531151,1104.553868924384,-47439.39370893239,4.905386881158924e-07,2.106810596540141e-05,-0.7532848995719154,3.347194904191206e-10,0.7073689697589701,0.01824514844137646,-0.7071336323045446,1.490691624827225e-05,3.844936820533256e-07,-1.490195680578441e-05
10046.15790278395,33.33526047905921,-88.68682166530627,1084.97489281239,-47330.65977652439,4.840680506206273e-07,2.111685750922904e-05,-0.7498297892716885,3.347168480218892e-10,0.707432452208364,0.01799630922740524,-0.707203511933963,1.494262722986192e-05,3.801241227469682e-07,-1.493779147604882e-05
10069.31668851804,33.29408258850333,-88.72859548940916,1045.613999037877,-47112.80723016003,4.708467290427607e-07,2.121520102136603e-05,-0.7446618659005664,3.354912123956338e-10,0.7073801221433299,0.01748350775621182,-0.7071640291757286,1.501085908648144e-05,3.710062850942319e-07,-1.500627351645381e-05
10092.52886076684,33.29386971049044,-88.67890133207642,1086.429595802596,-47109.87934454306,4.892678636664852e-07,2.121568679051203e-05,-0.7429030196082208,3.347404068894245e-10,0.7073235615987274,0.01809951729618266,-0.7070919517759723,1.501029689313176e-05,3.840945544412699e-07,-1.500538184096658e-05
10115.79454259898,33.26543448107294,-88.67935248032447,1082.580784977286,-46959.02873086662,4.906720814499622e-07,2.128384753358276e-05,-0.7388210104345962,3.350433681777273e-10,0.7073669723627769,0.01809919083381661,-0.707135385114366,1.505944249001448e-05,3.853215291735061e-07,-1.505451212856826e-05
10139.11385736679,33.22559995109528,-88.69288650198959,1066.690324789924,-46749.00119296878,4.878290217101986e-07,2.137970035716432e-05,-0.7338249406346253,3.357745650231093e-10,0.7074666341727159,0.01793882291511038,-0.7072391654172525,1.512931251590514e-05,3.836252410229246e-07,-1.512444805202405e-05
10162.48692870695,33.19467516171934,-88.66672744283943,1084.235139621075,-46585.28661226394,4.993335491692354e-07,2.145438351250765e-05,-0.7295732522666942,3.361796028919943e-10,0.7072647161115633,0.01826065643307073,-0.7070289435963732,1.517798826874662e-05,3.918759451829364e-07,-1.51729285614148e-05
10185.91388054117,33.17437567115854,-88.72893904711285,1031.312630601256,-46480.98674671654,4.77118116933545e-07,2.150358699367164e-05,-0.7262655945541707,3.361590382178549e-10,0.7072714481441044,0.01749728105774566,-0.7070549812535407,1.521256656848411e-05,3.763456782496878e-07,-1.520791062345591e-05
10209.3948370768,33.15679599514852,-88.56656407668338,1160.660155256411,-46382.99638752033,5.391574570186008e-07,2.15461332655757e-05,-0.7230676517356692,3.360944419898374e-10,0.7072157446936104,0.01950361822820662,-0.7069467578386269,1.52424845772643e-05,4.203577229082811e-07,-1.523668715544595e-05
